hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,conv_layout,conv_out_channels,conv_kernel_size,feature_mode,corr_threshold,final_equity,total_return_pct,trades,hit_rate,max_drawdown,RoverMDD,time_s
64,3,0.0005,0.2,60,256,double,64,5,auto,0.85,100369.30890895803,0.0036930890895803168,22,0.6818181818181818,-0.0008794719274990426,4.1992120204249925,4.3
64,3,0.0001,0.5,40,64,single,64,5,auto,0.85,100230.27706355865,0.002302770635586494,19,0.7368421052631579,-0.0005503722633178887,4.184023776387947,17.4
64,3,0.0005,0.2,40,256,double,16,5,manual,0.85,100315.0085061089,0.0031500850610890483,30,0.6333333333333333,-0.0007631638411041974,4.127665504344769,4.1
64,3,0.001,0.35,60,64,double,32,3,auto,0.85,100326.55325829584,0.0032655325829584036,22,0.6363636363636364,-0.0008022277850835424,4.070580256227771,10.2
64,3,0.0001,0.35,60,64,double,64,5,auto,0.92,100222.36711920387,0.002223671192038746,18,0.7222222222222222,-0.0005503722633178887,4.040303882018813,18.4
64,3,0.0001,0.35,20,256,double,64,5,all,0.85,100220.23254527492,0.00220232545274921,20,0.75,-0.0005503722633178887,4.001519697727158,9.6
64,3,0.0005,0.35,20,128,double,16,5,manual,0.85,100381.38144223188,0.0038138144223188284,36,0.6666666666666666,-0.0009531485326931266,4.001280274274644,8.9
64,3,0.001,0.35,60,128,double,64,5,all,0.85,100825.89268252517,0.008258926825251691,14,0.7857142857142857,-0.0020690526269093734,3.9916465718846315,7.1
64,3,0.0005,0.2,20,128,double,16,5,manual,0.85,100379.32696890221,0.003793269689022127,35,0.6857142857142857,-0.0009531485326930156,3.979725676442751,8.1
64,3,0.0005,0.35,40,64,double,32,5,auto,0.92,100262.5389408812,0.0026253894088120434,18,0.6666666666666666,-0.0006598934689483471,3.9785049138250295,11.7
64,3,0.0001,0.35,60,128,double,64,3,all,0.85,100216.97842722833,0.0021697842722832868,19,0.7368421052631579,-0.0005503722633178887,3.942393933885517,7.8
64,3,0.001,0.2,20,256,double,64,3,all,0.85,101809.65847772092,0.01809658477720921,15,0.6666666666666666,-0.004591247766371653,3.941539576617204,10.1
64,3,0.0001,0.5,20,256,double,32,5,auto,0.92,100215.44499633089,0.0021544499633088707,16,0.75,-0.0005503722633176666,3.9145322300977847,2.5
64,3,0.0001,0.5,40,128,double,64,5,all,0.85,100223.31915105358,0.002233191510535835,23,0.6956521739130435,-0.0005710466580670648,3.910698852690886,10.3
64,3,0.0005,0.35,20,128,single,32,5,auto,0.92,100213.89353028373,0.0021389353028373444,17,0.6470588235294118,-0.0005503722633178887,3.8863428362884633,7.4
64,3,0.0001,0.5,40,256,single,64,5,auto,0.85,100209.9888803762,0.0020998888037620056,16,0.75,-0.0005503722633178887,3.815397220606544,9.3
64,3,0.0005,0.35,20,256,single,16,3,auto,0.85,100253.49868755686,0.0025349868755685746,25,0.68,-0.0006654371368193246,3.8095061656543203,5.1
64,3,0.0001,0.35,60,64,double,64,5,auto,0.85,100071.1416577254,0.0007114165772539855,7,0.7142857142857143,-0.00018694968661570055,3.8053905846678147,17.1
64,3,0.001,0.35,40,256,none,16,3,auto,0.92,100468.09133259184,0.004680913325918373,24,0.5833333333333334,-0.001246485771721817,3.755288212758702,3.8
64,3,0.001,0.5,20,64,double,32,5,auto,0.85,100793.2992507388,0.007932992507387972,27,0.4444444444444444,-0.0021128692479746025,3.7546064504429424,13.5
64,3,0.0001,0.2,20,64,double,32,5,auto,0.92,100206.488004239,0.002064880042389996,16,0.75,-0.0005503722633178887,3.7517879806332917,18.8
64,3,0.0001,0.5,60,256,double,16,5,auto,0.85,100286.4439669528,0.002864439669527928,11,0.8181818181818182,-0.0007636043263125059,3.7512093250708656,1.9
64,3,0.0005,0.35,40,128,double,32,5,auto,0.92,100096.95143850535,0.0009695143850534805,9,0.7777777777777778,-0.00025863157836369943,3.7486311269001558,6.7
64,3,0.001,0.2,60,256,single,32,5,auto,0.85,100569.13435100083,0.005691343510008301,25,0.72,-0.0015272086526251227,3.726631263007472,3.2
64,3,0.0001,0.2,60,128,single,16,5,auto,0.92,100557.98534111236,0.005579853411123622,24,0.6666666666666666,-0.0015199850297057393,3.6709923466837373,13.6
64,3,0.001,0.5,40,256,single,64,5,auto,0.85,100551.70445077277,0.005517044507727696,28,0.7142857142857143,-0.0015061358945559489,3.6630456306562404,4.1
64,3,0.0005,0.5,60,256,single,32,5,auto,0.85,100208.41039982796,0.0020841039982796065,19,0.6842105263157895,-0.0005710466580670648,3.6496212154258774,4.4
64,3,0.0001,0.2,60,64,single,64,5,auto,0.85,100208.41039982796,0.0020841039982796065,19,0.6842105263157895,-0.0005710466580670648,3.6496212154258774,14.1
64,3,0.0005,0.2,40,256,double,16,3,all,0.85,100208.41039982796,0.0020841039982796065,19,0.6842105263157895,-0.0005710466580670648,3.6496212154258774,5.2
64,3,0.0005,0.5,60,64,double,32,5,auto,0.85,100399.29176490237,0.003992917649023729,20,0.65,-0.0010955738928529746,3.6445899953181677,13.4
64,3,0.001,0.5,40,256,single,16,5,auto,0.92,100554.47973105386,0.005544797310538561,25,0.64,-0.0015272086526250117,3.630674368566468,4.1
64,3,0.0001,0.2,60,64,single,32,5,auto,0.92,100238.81060555027,0.0023881060555027214,21,0.6190476190476191,-0.0006685998655167058,3.571801579195878,18.1
64,3,0.0005,0.35,40,256,single,16,5,auto,0.85,100490.19419690574,0.004901941969057371,24,0.5833333333333334,-0.001375640810829526,3.5633880083140657,5.3
64,3,0.001,0.35,40,256,single,32,5,all,0.85,100335.3183451386,0.003353183451385994,23,0.6086956521739131,-0.0009530370996656545,3.5184185931086644,3.8
64,3,0.0001,0.5,20,256,double,64,5,all,0.85,100188.58909035844,0.001885890903584368,20,0.65,-0.0005503722633177777,3.426573301887998,10.6
64,3,0.0001,0.2,40,128,single,64,5,auto,0.85,100266.50548928746,0.0026650548928746137,17,0.7058823529411765,-0.0007818857513135491,3.4084965589888117,11.2
64,3,0.0005,0.35,20,256,single,64,3,all,0.85,100278.86369349653,0.002788636934965325,26,0.5769230769230769,-0.0008194623178826577,3.403008136079592,4.4
64,3,0.001,0.35,40,128,double,16,3,all,0.85,100368.04657108765,0.0036804657108764514,18,0.6666666666666666,-0.0010847928592161438,3.3927820224922063,8.6
64,3,0.0005,0.5,60,64,single,16,5,auto,0.92,100353.10106013354,0.003531010601335438,14,0.7857142857142857,-0.0010465083458995883,3.374087378443359,11.2
64,3,0.0005,0.35,20,256,double,64,3,all,0.85,100179.34943573897,0.0017934943573897182,18,0.6111111111111112,-0.0005346915028797694,3.3542600690869833,4.8
64,3,0.0005,0.35,20,64,single,16,5,auto,0.92,100476.83823780966,0.004768382378096576,23,0.6086956521739131,-0.0014285491340281231,3.3379197568452015,8.9
